question,expected_document,hit,correct_rank,top_result,returned_paths,method
Can I apply for a travel loan right after I start working here?,benefits/season_ticket_loan.md,1,1.0,benefits/season_ticket_loan.md,"[""benefits/season_ticket_loan.md"", ""guides/security/taking-mt-laptops-abroad.md"", ""guides/onboarding.md"", ""benefits/work_ready.md"", ""guides/Relocation.md""]",hybrid_0.5
Is there a limit on how much money the company will lend me for my commute?,benefits/season_ticket_loan.md,1,2.0,guides/compensation/expenses.md,"[""guides/compensation/expenses.md"", ""benefits/season_ticket_loan.md"", ""benefits/cycle_to_work_scheme.md"", ""benefits/income_protection_and_life_insurance.md"", ""benefits/work_ready.md""]",hybrid_0.5
Do I have to pay any extra fees or interest on this loan?,benefits/season_ticket_loan.md,1,1.0,benefits/season_ticket_loan.md,"[""benefits/season_ticket_loan.md"", ""guides/cloud/aws_certification_advice.md"", ""guides/compensation/expenses.md"", ""roles/finance_business_partner.md"", ""guides/cloud/azure_partner_certs.md""]",hybrid_0.5
What happens to the remaining balance if I decide to quit before it is fully paid off?,benefits/season_ticket_loan.md,1,1.0,benefits/season_ticket_loan.md,"[""benefits/season_ticket_loan.md"", ""guides/compensation/salary_pay_slips.md"", ""guides/jury_service.md"", ""guides/welfare/sick_leave.md"", ""guides/line-management/probation.md""]",hybrid_0.5
What kind of proof do I need to show the office to get this approved?,benefits/season_ticket_loan.md,0,,guides/onboarding.md,"[""guides/onboarding.md"", ""guides/security/office_visitors.md"", ""guides/it/laptop_security.md"", ""guides/security/confidentiality_agreements.md"", ""guides/office/clear_desk_clear_screen.md""]",hybrid_0.5
How many days of leave do we get each year including bank holidays?,benefits/taking_holiday.md,1,1.0,benefits/taking_holiday.md,"[""benefits/taking_holiday.md"", ""guides/compensation/salary_pay_slips.md"", ""benefits/flexible_working.md"", ""guides/welfare/sick_leave.md"", ""guides/welfare/leave-and-time-off.md""]",hybrid_0.5
"Can I take more than four weeks off at once, and is it paid?",benefits/taking_holiday.md,1,5.0,guides/compensation/salary_pay_slips.md,"[""guides/compensation/salary_pay_slips.md"", ""guides/jury_service.md"", ""benefits/flexible_working.md"", ""benefits/season_ticket_loan.md"", ""benefits/taking_holiday.md""]",hybrid_0.5
What is the minimum notice I need to give if I want to take three weeks off?,benefits/taking_holiday.md,1,5.0,benefits/flexible_working.md,"[""benefits/flexible_working.md"", ""guides/jury_service.md"", ""guides/welfare/sick_leave.md"", ""guides/compensation/salary_pay_slips.md"", ""benefits/taking_holiday.md""]",hybrid_0.5
Who exactly do I need to clear my time off with before I book it in the system?,benefits/taking_holiday.md,0,,guides/office/clear_desk_clear_screen.md,"[""guides/office/clear_desk_clear_screen.md"", ""benefits/work_ready.md"", ""guides/welfare/leave-and-time-off.md"", ""guides/chalet_time_policy.md"", ""guides/process/scheduling/how_scheduling_works.md""]",hybrid_0.5
Do I have to use my holiday allowance for the days between Christmas and New Year?,benefits/taking_holiday.md,1,1.0,benefits/taking_holiday.md,"[""benefits/taking_holiday.md"", ""benefits/work_ready.md"", ""guides/compensation/salary_pay_slips.md"", ""guides/welfare/leave-and-time-off.md"", ""guides/welfare/sick_leave.md""]",hybrid_0.5
Do I have to spend the full 250 pound allowance at once or can I save some of it for later?,benefits/work_ready.md,1,1.0,benefits/work_ready.md,"[""benefits/work_ready.md"", ""benefits/cycle_to_work_scheme.md"", ""benefits/season_ticket_loan.md"", ""benefits/income_protection_and_life_insurance.md"", ""benefits/help_to_buy_tech.md""]",hybrid_0.5
Is it mandatory to finish the iHASCO training before I am allowed to buy anything for my workspace?,benefits/work_ready.md,1,1.0,benefits/work_ready.md,"[""benefits/work_ready.md"", ""guides/welfare/dse_hs_training.md"", ""guides/security/taking-mt-laptops-abroad.md"", ""guides/compensation/expenses.md"", ""guides/it/Miro.md""]",hybrid_0.5
What should I do if I am not totally sure if a specific piece of gear is allowed under the policy?,benefits/work_ready.md,0,,guides/security/acceptable_use_policy.md,"[""guides/security/acceptable_use_policy.md"", ""guides/office/dress_code.md"", ""guides/equality-diversity-and-inclusion/policy.md"", ""guides/security/bring_your_own_device.md"", ""guides/compensation/expenses.md""]",hybrid_0.5
"If I decide to buy something with my own money, which platform do I use to claim the money back?",benefits/work_ready.md,0,,benefits/help_to_buy_tech.md,"[""benefits/help_to_buy_tech.md"", ""guides/security/bring_your_own_device.md"", ""roles/finance_business_partner.md"", ""communities-of-practice/cloud-and-engineering/book-club/edge-value-driven-digital-transformation.md"", ""roles/head_of_managed_services.md""]",hybrid_0.5
Why are we not allowed to keep the virtual card as a saved payment method on shopping sites?,benefits/work_ready.md,0,,benefits/help_to_buy_tech.md,"[""benefits/help_to_buy_tech.md"", ""guides/compensation/expenses/eyetest.md"", ""guides/security/acceptable_use_policy.md"", ""benefits/cycle_to_work_scheme.md"", ""team-norms/delivery_standards.md""]",hybrid_0.5
Who actually suggested we read this EDGE book?,communities-of-practice/cloud-and-engineering/book-club/edge-value-driven-digital-transformation.md,1,2.0,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_read.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_read.md"", ""communities-of-practice/cloud-and-engineering/book-club/edge-value-driven-digital-transformation.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md""]",hybrid_0.5
Do we have any supplementary videos or materials available if I can't finish the book?,communities-of-practice/cloud-and-engineering/book-club/edge-value-driven-digital-transformation.md,0,,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_read.md"", ""guides/contributing_to_the_handbook.md""]",hybrid_0.5
What specific chapters are we supposed to be working through for the next book club meeting?,communities-of-practice/cloud-and-engineering/book-club/edge-value-driven-digital-transformation.md,0,,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""guides/office/officehandbook.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""benefits/getting_together.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md""]",hybrid_0.5
Did the team reach a conclusion on how to track customer value without making it just another internal metric?,communities-of-practice/cloud-and-engineering/book-club/edge-value-driven-digital-transformation.md,1,2.0,team-norms/delivery_standards.md,"[""team-norms/delivery_standards.md"", ""communities-of-practice/cloud-and-engineering/book-club/edge-value-driven-digital-transformation.md"", ""roles/head_of_service_line.md"", ""guides/line-management/performance.md"", ""roles/principal_ucp.md""]",hybrid_0.5
Where can I find those examples about measuring success that were discussed during the July 8th session?,communities-of-practice/cloud-and-engineering/book-club/edge-value-driven-digital-transformation.md,0,,team-norms/principles.md,"[""team-norms/principles.md"", ""guides/process/people/capability_procedure.md"", ""guides/line-management/performance.md"", ""company/welcome_pack.md"", ""guides/line-management/121s.md""]",hybrid_0.5
Is there a place where I can suggest new reading material for the group?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,1,1.0,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""README.md""]",hybrid_0.5
How do I make sure a book I want to read gets considered for the next session?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,1,1.0,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""guides/mentorship/mentees/README.md""]",hybrid_0.5
Can I add my own name to the list if I am interested in a specific title?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,1,1.0,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""guides/it/Miro.md"", ""guides/cloud/aws_partner_certs.md"", ""guides/it/laptop_security.md"", ""guides/hiring/referral_policy.md""]",hybrid_0.5
Who is currently tracking the progress or status of the book Release It!?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,1,1.0,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""README.md"", ""guides/contributing_to_the_handbook.md""]",hybrid_0.5
Where can I find the full list of our current book collection?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,1,1.0,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md"", ""guides/contributing_to_the_handbook.md""]",hybrid_0.5
Where can I find the list of books the club has already finished?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_read.md,1,5.0,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_read.md""]",hybrid_0.5
Is there a link available to see all the titles we have covered so far?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_read.md,0,,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md"", ""guides/it/laptop_security.md"", ""guides/equality-diversity-and-inclusion/about-di-community.md""]",hybrid_0.5
Does the group keep a record of the books read in previous sessions?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_read.md,0,,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""guides/line-management/121s.md"", ""guides/mentorship/mentees/README.md""]",hybrid_0.5
Where should I look if I want to see the complete list of past readings?,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_read.md,0,,communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md,"[""communities-of-practice/cloud-and-engineering/book-club/library/books_we_have_got_our_eye_on.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/library.md"", ""guides/office/officehandbook.md"", ""communities-of-practice/cloud-and-engineering/book-club/library/books_we_recommend.md"", ""guides/contributing_to_the_handbook.md""]",hybrid_0.5
